barcode,product_name,brands,categories,ingredients,energy_kcal,fat_g,saturated_fat_g,carbohydrates_g,sugars_g,fiber_g,protein_g,salt_g,sodium_g,nutriscore_grade,nutriscore_score,nova_group
8908023008022,Celnutra 2.0,Nucgnex,"Dietary supplements, whey powder","Whey Protein Concentrate (Instant), Whey Protein Hydrolysate, MCT powder, Resistant Maltodextrin (NUTRICE** 06), Com Powder, Inulin, Fructooligosaccharides (FOS), Choline bi-tartrate, L-Carnitine, L-Taurine, Lactobacillus ac CONTAINS ADDED FLAVOUR (ARTIFICIAL FLAVOURING SUBSTANCE) - VANILLA. Vitamins, Minerals and Sweetener (INS 955). Appropriate overages of vitamins & minerals added to compensate the loss of potency during storage. (1) Contains sucralose. (2) Not recommended for children. (3) No sugar added in the product. This product is by its nature gluten free. NOT FOR MEDICINAL USE FOOD FOR SPECIAL DIETARY USE. FOOD FOR HELPING SUPPORT RECOVERY. CONTAINS ARTIFICIAL SWEETENER AND FOR CALORIE CONSCIOUS",490,17.84,12.53,46.35,0,9.23,36,0,0,not-applicable,0,4 - Ultra processed food and drink products
8906056450320,Danedar Ghee,Sonai,"Butters, ghee",Cow's Milk Fat,898.92,99.88,63.72,0,0,0,0,0,0,e,19,
8904083310136,Milky Mist Cheese Slices 100 g (5 Slices),Milky Mist,Cheeses,"Cheese (milk solids, Lodized salt, Microbial culture and microbial enzyme emulsifiers (ins 452, Ins 339), Preservative (ins 200).",309,25,16,4,4,0,17,3.78,1.51,e,26,4 - Ultra processed food and drink products
8904083302483,Skyr Yogurt,Milky Mist,Plain skyrs,"Pasteurized Skimmed Milk, Milk Solids and Active Lactic Cultures (L.bacillus delbrueckii subsp. bulgaricus, S.thermophilus) Allergen Information: Contains Milk.",99.5,1.5,0.5,9.5,0,0,12,0.36,0.144,a,-2,1 - Unprocessed or minimally processed foods
8902133055662,Sangam Curd,Sangam,Curd,PASTEURISED HOMOGENSED TONED MILK & ACTIVE LACTIC CULTURES,58.6,3,2.04,4.4,0,0,3.5,0.07525,0.0301,unknown,0,
8906010090906,Dlacta cheese,d lecta,Cheese spreads,,272.07,20.87,9.2,9.71,0.5,0,11.35,1.686825,0.67473,d,16,
8904083302438,Greek Yoghurt,Milky Mist,Greek-style yogurts,"Pasteurized Double Toned Milk, Milk Solids, Active Lactic Cultures (Lbacillus delbrueckii subsp. bulgaricus, S.thermophilus) & Probiotic Culture (Bifidobacterium Lactis).",89.8,2.2,1.6,9.5,9.5,0,8,0.1675,0.067,b,1,1 - Unprocessed or minimally processed foods
8901262020343,Amul Pizza Cheese,Amul,Cow mozzarella,"Milk solids, iodized salt, microbial rennet active culture, milk.",251,17,11,2,2,0,22,0.925,0.37,c,10,3 - Processed foods
8904011302837,Delite,Aavin,"Dairy drinks, Milks",Milk & Milk Solids,63,3.5,2.3,4.7,4.7,0,3.2,0,0,c,3,1 - Unprocessed or minimally processed foods
4906409501031,Pasteurised Cow Milk,Chitale,Whole milks,,69,3.8,2.7,5.1,4.7,0,3.6,0,0,unknown,0,
8908000716148,Rajhans Sweet Lassi,Rajhans,Lassi,"Toned Milk Dahi, Water and Sugar,",105,3,1.4,22,22,0,2.2,0.1,0.04,e,17,3 - Processed foods
8904057397705,Hatsun Chassis Butter Milk,Hatsun,"Dairy desserts, Fermented milk drinks, Buttermilks","Milk Solids, Processed Water, Iodized Salt & Starter Culture.",28,0.5,0.5,2.7,2.7,0,1.7,0.1525,0.061,b,2,3 - Processed foods
8906001022626,Gowardhan Star Dahi,Gowardhan,Curd,"Pasteurized skimmed milk, Milk solids and active culture.",40,0.5,0.3,5,0,0,3.2,0.125,0.05,a,-1,1 - Unprocessed or minimally processed foods
8904258703077,Raw Pressery Protein Milkshake Choco Mint,Raw Pressery,Flavoured milks,,86.102564,0.307692,0.205128,12.25641,7.846154,4.410256,9.025641,0.102692,0.041077,c,5,
8901262020367,A+ Cheese Slices,Amul,"Cheeses, Processed cheese in slices","Cheese, milk solids, emulsifying salts (452, 339, 341, 331), iodized salt, preservatives (200, 234), natural colour [160a(ii)].  Allergen Information: Contains milk",316,25,16,4.8,4.8,0,18,2.6,1.04,e,19,4 - Ultra processed food and drink products
8904057396289,Hatsun Curd,Hatsun,Curd,Pasteurized Toned Milk & Starter Culture  Allergen Information: Contains Milk,76,4,2.5,6,6,0,4,0.125,0.05,b,2,1 - Unprocessed or minimally processed foods
8906025502777,Vijaya Curd,Vijaya,Curd,Milk Solids & Active Lactic Cultures.,71.7,4.5,2.8,4.7,4.7,0,3.1,0.125,0.05,b,2,1 - Unprocessed or minimally processed foods
0726684792160,High Protein Milk,Sid’s Farm,Milks,"Pasteurized skimmed milk, B-galactosidase enzyme",63.296,0,0,5.464,0,0,10,0.0787,0.03148,unknown,0,1 - Unprocessed or minimally processed foods
8902579003609,Smoodh Flavoured Milk,Smoodh,Flavoured milks,"MILK SOLIDS*, SUGAR, MALTOSE EXTRACT, COCOA SOLIDS, EMULSIFIERS AND STABILIZERS [INS 460(1), INS 471, INS 466, INS 407, INS 340, INS 452], NATURE IDENTICAL FLAVOURING SUBSTANCES (CHOCOLATE) AND IODISED SALT. *(EQUIVALENT TO 90% M/M DOUBLE TONED MILK) ALLERGEN INFORMATION: CONTAINS MILK, BARLEY, WHEAT AND MILLET.",81.8,1.8,1.2,14.2,13.7,0,2.2,0.17525,0.0701,e,15,4 - Ultra processed food and drink products
8908000716476,Peda,Rajhans,"Dairy desserts, peda","Milk Solids, Sugar, Cardamom",442,22,14,47.5,47.5,0,13,0.5,0.2,e,30,3 - Processed foods
8902579003616,Chocolate Milk,Smoodh,Chocolate milks,,81.8,1.8,1.2,14.2,13.7,0,2.2,0.17525,0.0701,e,15,
8902579003647,TOFFEE CARAMEL MILK,SMOODH,Dairy drinks,"MILK SOLIDS*, SUGAR, DEXTROSE, FOOD COLOUR (INS 150c) (0.92%), MALT EXTRACT, EMULSIFIERS AND STABILIZERS (INS 460(i), INS 471, INS 466, INS 407, INS 340, INS 452], NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES (CARAMEL, COCOA, TOFFEE, ARTIFICIAL FLAVOURING SUBSTANCE (VANILLA) AND IODISED SALT. *(EQUIVALENT TO 90% M/M DOUBLE TONED MILK)",88.2,1.8,1.2,15.9,15,0,2.1,0.0782,0.03128,e,17,4 - Ultra processed food and drink products
8901745100012,RKG Pure Cow Ghee,RKG,"Butters, ghee",COW'S MILK FAT 99.9%,892.857143,100,68.571429,0,0,0,0,0.008929,0.003571,e,20,
8906177761084,High Protein Milk,Akshayakalpa Organic,Milks,Milk solids (Pasteurized skimmed cow milk),65.1,0.3,0,5.6,5.6,0,10,0.111,0.0444,unknown,0,1 - Unprocessed or minimally processed foods
8906009440682,Saras Dahi,Saras,Yogurts,"MILK SOLIDS, Pasteurized toned milk & active culture. (MIN. SNF 8.5%, FAT 3.0%) Lic. No. 10012013000010 Batch No., PKD & USE BY DATE, MRP,U.S.P/gm (incl.of all taxes) SEE TOP LID 0090 8 सरस पाश्चुराइ",58,3,1.9,4.6,4.6,0,3.2,0.1,0.04,b,1,
8902979050906,Cavins kaju Butterscotch Milkshake 180ml,Cavin's,"Milkshakes, Butterscotch-milkshake","Toned Milk (89%), Sugar, Flavor (Nature Identical and Artificial (Kaju Katri) Flavoring Substances), Stabilizers (INS 415, INS 412, INS 407), Sequestrant (INS 451 (i)), lodized Salt, Cashew Powder (0.05%), Emulsifier (INS 436), Mineral and Vitamin premix (Zinc, Vitamin A and D), and Synthetic Food Color (INS 110). Allergen Advice: Contains Milk and Nut.",108.65,4.1,2.73,15,14.8,0,3,0.199625,0.07985,e,16,4 - Ultra processed food and drink products
8904089923705,Family Toned Milk,Heritage,"Pasteurised milks, Toned milks","Milk Solids (Toned Milk), Vitamin A Palmitate & Vitamin D (Ergocalciferol) Allergens information: Contains Milk",58,3,2,4.6,0,0,3.1,0.1,0.04,b,-1,1 - Unprocessed or minimally processed foods
8904083301455,Toned Milk,Milky Mist,Pasteurised milks,Milk & Milk Solids,59,3,1.9,5,5,0,3,0.1175,0.047,c,3,1 - Unprocessed or minimally processed foods
8904083310112,Cheese Slice,Milky Mist,"Cheeses, Processed cheese in slices","Cheese (Milk Solids, lodized Salt, Microbial Culture and Microbial Enzyme), Milk Solids, Emulsifiers (INS 452, INS 339), Preservative (INS 200).",309,25,16,4,4,0,17,3.78,1.512,e,26,4 - Ultra processed food and drink products
8901725001124,Sunfeast Dark Fantasy Chocolate Shake 300ml,Sunfeast,Milkshakes,"Toned Milk (80.5%), Sugar, Water, Cocoa Solids (1.32%), Nature Identical Flavouring Substances, Stabilizers (INS 407, INS 412), Emulsifier [Mono - and di-glycerides of fatty acids (from Palm oil)]. Belgian Chocolate (0.1%) (Emulsifier [Lecithin (from soyabean)] and Natural Flavours and Natural Flavouring Substances), Artificial Flavouring Substances (Chocolate, Vanilla), Acidity Regulator [INS 339(iii), lodized Salt",109,3,2,17.3,17,0,3.1,0.2375,0.095,e,15,4 - Ultra processed food and drink products
8901262050173,Khoa,Amul,Dairy desserts,,346,22,13.2,23,23,0,14,0,0,unknown,0,
8901262080118,Amulspray Infant Milk Food,Amul,"Milks, Milk powders","Partly skimmed milk, sugar, minerals, vitamins.",450,18,11.7,50,50,0,22,0.225,0.09,unknown,0,3 - Processed foods
8901648097983,Mother Dairy Ultimate Dahi,Mother Dairy,Curd,"Standardised Milk, Water, Milk Solids And Active Lactic Culture.",75,4.5,4.5,5,0,0,3.7,0,0,c,3,1 - Unprocessed or minimally processed foods
8904083300953,MilkyMist Strawberry Milk Shake,Milky Mist,Flavoured milks,"Toned Milk (89%), Sugar, Milk Solids, Emulsifier & Stabilizer (INS 471, INS 407, INS 412, INS 415), Flavor (Nature Identical Flavoring Substances - Strawberry) Acidity Regulator [INS 339 (ii)], lodized Salt, Contains Permitted Synthetic Food Colour (INS 127).",117,4,2.5,17.1,17.1,0,3.1,0.125,0.05,e,15,4 - Ultra processed food and drink products
8904089975377,Heritage Spiced Buttermilk,Heritage,Buttermilks,"Water, Milk Solids (Curd), Iodized Salt, Spices and Condiments, Active Lactic Culture, Probiotic Bacterial Strains (Bifidobacterium animalis subsp Lactis-minimum 10 CFU per recommended serving size)",21,1,0.65,1.8,1.8,0,1.1,0.695,0.278,c,3,3 - Processed foods
8904083302346,Greek Yogurt,Milky Mist,Greek-style yogurts,,73.8,2.2,1.6,6.5,0,0,7,0.1675,0.067,a,-1,
8906036670977,Nandini Paneer,Nandini,Paneer,,344,28,0,1.5,0,0,21.4,0,0,unknown,0,
8904057396395,Paneer,Hatsun Agro Product Limited,Paneer,"Milk Solids, Citric Acid",279,23,14,3,3,0,15,0.2375,0.095,c,8,3 - Processed foods
8907848000013,Vijaya Telangana Toned Milk,Vijaya,Milks,Milk & Milk Solids Vitamin A & Vitamin D,57.6,3,1.6,4.6,0,0,2.9,0.105,0.042,b,0,1 - Unprocessed or minimally processed foods
8906059636264,Greek Yoghurt Zero Added Sugar Mixed Berries,Epigamia,Yogurts,,89.98,2.2,1.397,11,5.995,0,6.996,0.1474,0.05896,b,1,
8904083302339,Greek yogurt,Milky Mist,Greek-style yogurts,"Pasteurized Double Toned Milk,Milk Solids, Cereals Preparation (13%) (Sugar, Water,Honey, Rolled Oats, Chia Seeds, Amaranth Seeds, Flax Seeds, Lemon Juice Concentrate, Stabilizer (INS 440), Flavor (Nature Flavoring Substances-Cereals & Vanilla), Active Lactic Cultures (Lbacillus delbrueckii subsp. bulgaricus, S.thermophilus) & Probiotic Culture (Bifidobacterium Lactis).",93,2.2,1.4,11.3,10.8,0.5,7,0.148,0.0592,c,3,4 - Ultra processed food and drink products
8906010090289,Cream Cheese,D’lecta,Cream cheeses,,339.81,32.45,23.75,5.04,0,0,6.9,1.744,0.6976,unknown,0,
8904083302094,milky mist yogurt peach,Milky Mist,Yogurts,"Milk & Milk Solids, Sugar, Active Lactic Culture [L bacillus delbruecki Subsp bulgaricus, S. thermophilus], Stabilizing agent NS 440) Fruit Content preparation (Peach dices, Sugar, Water, Stabilizer (INS 440) Acidifying agent (INS 330) Preservative [INS 202] Colors (INS 102, INS 110], Flavour [Nature identical Flavoring Substances Peach]",103.5,3.1,1.3,15.3,15.3,0,3.6,0.0525,0.021,c,5,4 - Ultra processed food and drink products
8906016411606,Godrej Jersey Doodh Peda,Godrej Jersey,Dairy desserts,Milk solids & Sugar,425.7,20.9,14.6,48.1,48.1,0,11.3,0.05975,0.0239,e,29,3 - Processed foods
8901826601209,Verka Shakti Milk,Verka,Milks,Milk Solids,71,4.5,2.9,4.7,4.7,0,3,0.138,0.0552,c,5,1 - Unprocessed or minimally processed foods
8901725117948,Mishti Doi,Aashirvaad,"Frozen desserts, Curd","Pasteurized Full Cream Milk (81.9%), Sugar, Colour (150a) and Active Lactic Acid Cultures",175,6.8,4.5,24.9,24.9,0,4.3,0,0,d,11,4 - Ultra processed food and drink products
8904083304036,Natural Cheddar Cheese,Milky Mist,Cheddar cheese,,370,30,19,2,2,0,23,1.63,0.652,d,15,
8908001631020,Standardised Milk,Aroma,"Dairy drinks, Milks",MILK AND MILK SOLIDS,71.3,4.5,2.7,4.8,0.498,0,3,0,0,b,2,1 - Unprocessed or minimally processed foods
8906183980271,Protein Powder,Beast Life,whey powder,"Whey protein concentrate, Cocoa Powder, Ultrasorb Tech (Proteases & Lactase) and Sweetener (INS 955).",386.514286,6.857143,3.257143,11.857143,0,0,69.342857,0,0,unknown,0,4 - Ultra processed food and drink products
8901262201896,Amul Stirred Fruit Yogurt Strawberry,Amul,Fruit yogurts with fruit chunks,"Toned milk, strawberry fruit preparation (13%) [strawberry, sugar, water, thickener (E440), acidity regulator (E330), natural flavouring substances, colour (E124)], milk solids, sugar, active culture",137,3.7,2.3,19.7,19.7,0,5.5,0.175,0.07,c,6,4 - Ultra processed food and drink products
8906143892187,Unflavoured 30g Pure Whey Protein Isolate,WholeTruth,whey powder,"whey protein isolate, bromelain",374,1.714286,0.857143,2.285714,0,0.114286,86.857143,0.517143,0.206857,a,-1,4 - Ultra processed food and drink products
8904284201035,Dilicia Classic Curd,Dilicia,Curd,"Pasteurised Toned Milk, Milk Solids, Active Culture",63,3,2,5,5,0,4,0.125,0.05,b,1,1 - Unprocessed or minimally processed foods
8904057397651,Standardized Milk,Arokya,"Dairy drinks, Milks",Milk and Milk Solids,99,6.3,4.2,6.3,0,0,4.2,0.14,0.056,unknown,0,1 - Unprocessed or minimally processed foods
8906001021087,Cow Milk - Gold,Gowardhan,Milks,,60,3.2,2,4.8,0,0,2.9,0.125,0.05,unknown,0,
8901808003830,Custard powder Mango Flavoured,WeikField,"Custards and pastry creams, Custard powder","Maize Starch, Nature Identical and Artificial Flavouring Substance (Mango), lodised Salt, Synthetic Food Colours (INS 102, INS 110, INS 122).",358,0,0,88.4,0,0,1,0.7,0.28,c,7,4 - Ultra processed food and drink products
8906019731596,Dahi,Prabhat,"Milks, Yogurts",Milk solids and active lactic culture,58.2,3,1.9,4.5,4.5,0,3.3,0.1375,0.055,b,2,1 - Unprocessed or minimally processed foods
8904025407504,Chitale Coffee,Chitale,Dairy drinks,"Toned Milk, Sugar Coffee(0.5%), Stabilizer(E-401)",107.5,3.1,2.2,16.8,14.5,0,3.1,0.148,0.0592,e,15,4 - Ultra processed food and drink products
8902133057628,Sangam Sabja Lassi,Sangam,Fermented milk drinks,"Milk solids (Curd), Pasteurized water, Sugar, Basil Seeds, and CONTAINS ADDED ARTIFICIAL FLAVOUR",40.9,1,0.655,7.125,7.125,0.09,0.805,0.023125,0.00925,d,9,4 - Ultra processed food and drink products
8901648921325,Mother Dairy Toned Milk,Mother Dairy,Milks,"Milk Solids, Vitamin A, Vitamin D2 (Ergocalciferol)",59,3.1,2.2,4.7,4.7,0,3.1,0.1375,0.055,c,3,1 - Unprocessed or minimally processed foods
8906036675521,Dharwad Peda,Nandini,"Dairy desserts, peda","Milk Solids, Sugar",449,18.3,11.9,58,58,0,13,0.5075,0.203,e,32,3 - Processed foods
8904132977235,Independence Chocolate Flavoured Milkshake,Independence,Milkshakes,"DOUBLE TONED MILK (79%), SUGAR, WATER, COCOA SOLIDS (1.5%), EMULSIFIERS&STABILIZERS (471,412,407,415), ACIDITY REGULATORS (340 (ii), 340 (ii), 452(i), IODIZED SALT, NATURE IDENTICAL FLAVOURING SUBSTANCES",101,2.7,1.7,16.5,16.5,0,2.8,0.0825,0.033,e,15,4 - Ultra processed food and drink products
8904284201288,Sweet Lassi,Dilicia,Fermented milk drinks,"Curd From Toned Milk, Sugar, Water, Stabilizer (INS440) & Contains Permitted: Natural Identical And Artificial Flavouring Substances Vanilla",106.8,2,1.2,19.8,0,0,2.4,0.097,0.0388,unknown,0,4 - Ultra processed food and drink products
0746935596262,Buffalo Curd,Sids Farm,Curd,,80.6,5,3.5,5.4,5.4,0,3.5,0.1275,0.051,c,4,
8906025503088,Milk,Vijaya,Milks,Milk Solids,71.7,4.5,2.8,4.7,4.7,0,3.1,0.125,0.05,c,4,1 - Unprocessed or minimally processed foods
8904083301547,Sweetend Condensed Milk,Milky Mist,"Milks, Whole condensed milk with sugar",Milk Solids and Sugar,335,9,6.2,55.5,55.5,0,8,0.3495,0.1398,e,20,3 - Processed foods
8904089995351,Blueberry Yogurt,Heritage,Yogurts,"Milk, Milk solids, Sugar Stabilizer (INS 440), Nature Identical Flavouring substances, Food Color (INS 133, INS 122), Active Lactic Cultures (Streptococcus thermophilus, Lactobacilis debruecki subsp. bulgaricus)",93.6,1.6,1.1,14.3,14.3,0,5.5,0.1325,0.053,c,4,4 - Ultra processed food and drink products
8906198980532,Chocolate Isolate,Truebasics,"Protein powders, whey powder","Whey Protein Isolate (Instantised with Sunflower Lecithin), Cocoa Powder & Natural Flavour",393.628571,3.114286,1.685714,11.714286,1.171429,0,80,0.37,0.148,not-applicable,0,4 - Ultra processed food and drink products
8908015845147,Buttermilk,Gokul,Buttermilks,"Milk Solids, Processed Water, Iodized Salt",26.8,1.2,0.96,1.8,1.7,0,2.2,0.575,0.23,b,2,3 - Processed foods
8902579003654,Smoodh toffee caramel,"Parle agro, Smoodh",Flavoured milks,"MILK SOLIDS, SUGAR, DEXTROSE, FOOD COLOUR (INS 150c) (0.92%), MALT EXTRACT, EMULSIFIERS AND STABILIZERS [INS 460(1), INS 471, INS 466, INS 407, INS 340, INS 452], NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES (CARAMEL, COCOA, TOFFEE), ARTIFICIAL FLAVOURING SUBSTANCE (VANILLA) AND IODISED SALT. (EQUIVALENT TO 90% M/M DOUBLE TONED MILK) (INS-INTERNATIONAL NUMBERING SYSTEM) ALLERGEN INFORMATION: CONTAINS MILK, BARLEY, WHEAT AND MILLET",0,0,0,0,0,0,2.1,0,0,unknown,0,4 - Ultra processed food and drink products
8906059636912,Everyday Yogurt,Epigamia,Yogurts,,94.666667,1.333333,0.8,17.333333,17.333333,0,4,0.146667,0.058667,c,5,
8904124108098,Paneer,Ananda,Paneer,Milk solids,309,17.25,16,2.5,0,0,18.5,0,0,c,6,3 - Processed foods
8906010090593,Natural Cheddar slices,D'lecta,Cheddar slices,"Pasteurized Cow's Milk, Pasteurized Skim Milk, lodised Salt, Stabilizer (INS 509), Microbial Culture & Microbial Rennet",391.6,29.84,20.74,7,0,0,23.69,0.000825,0.00033,c,7,3 - Processed foods
8901262151269,Amul Moti125ml,Amul,Cow milks,Milk,58.2,3,2,4.8,4.8,0,3,0.0925,0.037,c,3,1 - Unprocessed or minimally processed foods
8906059635014,Greek Yogurt Mango Flavour,Epigamia,Greek-style yogurts,,100,1.647059,1.176471,14.117647,14.117647,0,6.117647,0.117647,0.047059,c,4,
8906010090197,Dlecta Natural Cheddar,Dlecta,Cheddar cheese,"PASTEURIZED MILK, PAST STABILIZER (INS 509), MICROBIAL CULTU CONTAINS NO ADDED FLAVOUR&NO A CONTAINS MILK SURFACE TREATED STORED REFRIGERATED AT BETWEEN 2 USE WITHIN 3 DAYS OF OPENING MANUFACTURED & MARKETED BY DLEC SURVEY NO. 148/1&148/2, VILLAGE UMBRE TALUKA: KHALAPUR, DIST-RAIGAD-410200 MAHARASHTRA, INDIA. I WEB: WWW.d FOR SUGGESTIONS/COMPLAINTS PLEAS CONSUMER CARE EXECUTIVE AT MARKET EMAIL: consumercare@dlecta.com TEL: 022 42313090 CPCB REG. NO. BO-03-000-08-AAACC2407/22 BATCH NO.: LEROLOLATED ON THE BASS 200 ENERGY FOR AN AVERAGE ADULT MRP INCL OF ALL TAXES USP g DATE OF PACKAGING: 8 906010 090197 2 USE BY: - NN 1 F",387.26,29.5,15.61,6.78,0,0,23.66,0.00083,0.000332,c,7,
8906015720020,Big mishra pedha,Big mishra,"Sweet snacks, Dairy by-products","Milk Solids, Khoa & Sugar",567.9,32.3,0,52.7,0.95,1.25,10.1,0,0,c,3,3 - Processed foods
8902979051934,Chocolate Milkshake,Cavin's,Milkshakes,"Milk (86%), Sugar, Cocoa Solids (1.4%), Flavor (Nature Identical Flavoring Substances), Stabilizers (INS 415, INS 412, INS 407), Sequestrant (INS 451 (i)), iodized Salt, (Zinc, Vitamin A and D)",107.6,5.6,3.6,17.6,33,8,3,234.25,93.7,e,32,4 - Ultra processed food and drink products
8904011301601,Pasteurised Full Cream Milk,Aavin,"Cow milks, Whole pasteurised milks",Milk & Milk Solids,87,6,0,4.9,0,0,3.4,0,0,unknown,0,1 - Unprocessed or minimally processed foods
8901058869262,Toned Milk a+,Nestlé,Milks,Milk,60,3.1,2.4,5,4.1,0,3.1,0,0,unknown,0,1 - Unprocessed or minimally processed foods
8906059639906,Vanilla Milk Shake,,Vanilla milks,,106.111111,4,2.777778,14.444444,14.444444,0,3,0.125,0.05,e,16,
8901262150378,slim 'n' trim Skimmed Milk,Amul,Milks,Skimmed milk,35,0.1,0,5,5,0,3.5,0.1,0.04,b,-2,1 - Unprocessed or minimally processed foods
8908001631211,Fresh paneer,Aroma,Paneer,"MILK SOLIDS, INS-575, AND COMMON SALT ALLERGENS ADVICE: CONTAINS MILK,",252,18,12,4.9,4.6,0,17.1,0,0,c,4,3 - Processed foods
8906059639913,Strawberry Milk Shake,,Milkshakes,,71.666667,0.444444,0,13.888889,13.888889,0,3.333333,0.125,0.05,d,9,
8902433003707,galaxy milk chocolate smooth milk,mars International india pvt ltd,Chocolate milks,"Sugar, Milk solids, Cocoa butter, Cocoa solids, Edible vegetable fats &lt;5% (Sal fat, Palm oil), Humectant (422), Emulsifiers (322, 476). CONTAINS VEGETABLE FAT IN ADDITION TO COCOA BUTTER Contains Milk and Soy. May contain Barley, Wheat, Treenuts.",539,32.3,20.1,55.2,54.7,0.36,6.8,0.1875,0.075,e,23,4 - Ultra processed food and drink products
8906036670441,goodlife slim,nandini,Skimmed milks,"Milk Solids, Added Vitamin A & Added Vitamin D",39,0.5,0.3,5.1,5.1,0,3.5,0,0,b,0,1 - Unprocessed or minimally processed foods
8908003249469,spiced buttermilk,Akshayakalpa Organic,Buttermilks,"Water, Organic Cow Milk (Pasteurized). Salt (Himayalan Pink Salt), Organic Spices (green chilli, ginger, coriander), Starter Culture, Probiotic Culture",25,0.8,0.55,2.8,0,0,1.4,0.065,0.026,a,0,3 - Processed foods
